id,title,original_title,budget,revenue,runtime,genres,release_date,year,release_month,vote_average,vote_count,popularity,budget_ksh,revenue_ksh,primary_genre,month,release_season
102382,The Amazing Spider-Man 2,The Amazing Spider-Man 2,200000000,705717432,142,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",2014-04-16,2014,Apr,6.5,4179,89.270217,26000000000,91743266160,NA,4,Easter/Spring
20526,TRON: Legacy,TRON: Legacy,170000000,400062763,125,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",2010-12-10,2010,Dec,6.3,2841,73.79505,22100000000,52008159190,NA,12,Christmas
49013,Cars 2,Cars 2,200000000,559852396,106,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",2011-06-11,2011,Jun,5.8,2033,49.98659,26000000000,72780811480,NA,6,MidYear/Holidays
44912,Green Lantern,Green Lantern,200000000,219851172,114,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",2011-06-16,2011,Jun,5.1,2487,51.872839,26000000000,28580652360,NA,6,MidYear/Holidays
10193,Toy Story 3,Toy Story 3,200000000,1066969703,103,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",2010-06-16,2010,Jun,7.6,4597,59.995418,26000000000,138706061390,NA,6,MidYear/Holidays
534,Terminator Salvation,Terminator Salvation,200000000,371353001,115,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2009-05-20,2009,May,5.9,2463,71.862892,26000000000,48275890130,NA,5,Other
168259,Furious 7,Furious 7,190000000,1506249360,137,"[{""id"": 28, ""name"": ""Action""}]",2015-04-01,2015,Apr,7.3,4176,102.322217,24700000000,195812416800,NA,4,Easter/Spring
72190,World War Z,World War Z,200000000,531865000,116,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2013-06-20,2013,Jun,6.7,5560,81.834855,26000000000,69142450000,NA,6,MidYear/Holidays
127585,X-Men: Days of Future Past,X-Men: Days of Future Past,250000000,747862775,131,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",2014-05-15,2014,May,7.5,6032,118.078691,32500000000,97222160750,NA,5,Other
54138,Star Trek Into Darkness,Star Trek Into Darkness,190000000,467365246,132,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",2013-05-05,2013,May,7.4,4418,78.291018,24700000000,60757481980,NA,5,Other
81005,Jack the Giant Slayer,Jack the Giant Slayer,195000000,197687603,114,"[{""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",2013-02-27,2013,Feb,5.5,2598,43.349855,25350000000,25699388390,NA,2,Other
64682,The Great Gatsby,The Great Gatsby,105000000,351040419,143,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2013-05-10,2013,May,7.3,3769,61.196071,13650000000,45635254470,NA,5,Other
9543,Prince of Persia: The Sands of Time,Prince of Persia: The Sands of Time,150000000,335154643,116,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}]",2010-05-19,2010,May,6.2,2317,62.169881,19500000000,43570103590,NA,5,Other
68726,Pacific Rim,Pacific Rim,180000000,407602906,131,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",2013-07-11,2013,Jul,6.7,4794,56.523205,23400000000,52988377780,NA,7,MidYear/Holidays
38356,Transformers: Dark of the Moon,Transformers: Dark of the Moon,195000000,1123746996,154,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",2011-06-28,2011,Jun,6.1,3299,28.529607,25350000000,146087109480,NA,6,MidYear/Holidays
217,Indiana Jones and the Kingdom of the Crystal Skull,Indiana Jones and the Kingdom of the Crystal Skull,185000000,786636033,122,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",2008-05-21,2008,May,5.7,2495,75.674458,24050000000,102262684290,NA,5,Other
105864,The Good Dinosaur,The Good Dinosaur,175000000,331926147,93,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",2015-11-14,2015,Nov,6.6,1736,51.692953,22750000000,43150399110,NA,11,Other
62177,Brave,Brave,185000000,538983207,93,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",2012-06-21,2012,Jun,6.7,4641,125.114374,24050000000,70067816910,NA,6,MidYear/Holidays
188927,Star Trek Beyond,Star Trek Beyond,185000000,343471816,122,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",2016-07-07,2016,Jul,6.6,2568,65.352913,24050000000,44651336080,NA,7,MidYear/Holidays
10681,WALL·E,WALL·E,180000000,521311860,98,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",2008-06-22,2008,Jun,7.8,6296,66.390712,23400000000,67770541800,NA,6,MidYear/Holidays
5174,Rush Hour 3,Rush Hour 3,140000000,258022233,91,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2007-08-08,2007,Aug,6.1,783,22.57178,18200000000,33542890290,NA,8,MidYear/Holidays
14161,2012,2012,200000000,769653595,158,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",2009-10-10,2009,Oct,5.6,4903,45.274225,26000000000,100054967350,NA,10,Other
17979,A Christmas Carol,A Christmas Carol,200000000,325233863,96,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}]",2009-11-04,2009,Nov,6.6,1095,39.744242,26000000000,42280402190,NA,11,Other
76757,Jupiter Ascending,Jupiter Ascending,176000003,183987723,124,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",2015-02-04,2015,Feb,5.2,2768,85.36908,22880000390,23918403990,NA,2,Other
258489,The Legend of Tarzan,The Legend of Tarzan,180000000,356743061,109,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",2016-06-29,2016,Jun,5.5,2430,42.741719,23400000000,46376597930,NA,6,MidYear/Holidays
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000,748806957,143,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",2005-12-07,2005,Dec,6.7,2629,67.391328,23400000000,97344904410,NA,12,Christmas
246655,X-Men: Apocalypse,X-Men: Apocalypse,178000000,543934787,144,"[{""id"": 878, ""name"": ""Science Fiction""}]",2016-05-18,2016,May,6.4,4721,139.272042,23140000000,70711522310,NA,5,Other
155,The Dark Knight,The Dark Knight,185000000,1004558444,152,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2008-07-16,2008,Jul,8.2,12002,187.322927,24050000000,130592597720,NA,7,MidYear/Holidays
14160,Up,Up,175000000,735099082,96,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",2009-05-13,2009,May,7.7,6870,92.201962,22750000000,95562880660,NA,5,Other
15512,Monsters vs Aliens,Monsters vs Aliens,175000000,381509870,94,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",2009-03-19,2009,Mar,6,1423,36.167578,22750000000,49596283100,NA,3,Easter/Spring
1726,Iron Man,Iron Man,140000000,585174222,126,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",2008-04-30,2008,Apr,7.4,8776,120.725053,18200000000,76072648860,NA,4,Easter/Spring
44826,Hugo,Hugo,170000000,185770160,126,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",2011-11-22,2011,Nov,7,2141,32.319043,22100000000,24150120800,NA,11,Other
8487,Wild Wild West,Wild Wild West,170000000,222104681,106,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 37, ""name"": ""Western""}]",1999-06-29,1999,Jun,5.1,1020,40.748915,22100000000,28873608530,NA,6,MidYear/Holidays
1735,The Mummy: Tomb of the Dragon Emperor,The Mummy: Tomb of the Dragon Emperor,145000000,401128639,112,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",2008-07-01,2008,Jul,5.2,1387,60.034162,18850000000,52146723070,NA,7,MidYear/Holidays
297761,Suicide Squad,Suicide Squad,175000000,745000000,123,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",2016-08-02,2016,Aug,5.9,7458,90.23792,22750000000,96850000000,NA,8,MidYear/Holidays
2698,Evan Almighty,Evan Almighty,175000000,173000000,96,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2007-06-09,2007,Jun,5.3,1151,27.082182,22750000000,22490000000,NA,6,MidYear/Holidays
137113,Edge of Tomorrow,Edge of Tomorrow,178000000,370541256,113,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",2014-05-27,2014,May,7.6,4858,79.456485,23140000000,48170363280,NA,5,Other
9804,Waterworld,Waterworld,175000000,264218220,135,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",1995-07-28,1995,Jul,5.9,992,44.640292,22750000000,34348368600,NA,7,MidYear/Holidays
14869,G.I. Joe: The Rise of Cobra,G.I. Joe: The Rise of Cobra,175000000,302469017,118,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",2009-08-04,2009,Aug,5.6,1962,32.852443,22750000000,39320972210,NA,8,MidYear/Holidays
150540,Inside Out,Inside Out,175000000,857611174,94,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",2015-06-09,2015,Jun,8,6560,128.655964,22750000000,111489452620,NA,6,MidYear/Holidays
278927,The Jungle Book,The Jungle Book,175000000,966550600,106,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",2016-04-07,2016,Apr,6.7,2892,94.199316,22750000000,125651578000,NA,4,Easter/Spring
10138,Iron Man 2,Iron Man 2,200000000,623933331,124,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",2010-04-28,2010,Apr,6.6,6849,77.300194,26000000000,81111333030,NA,4,Easter/Spring
58595,Snow White and the Huntsman,Snow White and the Huntsman,170000000,396600000,127,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]",2012-05-30,2012,May,5.8,3118,77.178973,22100000000,51558000000,NA,5,Other
102651,Maleficent,Maleficent,180000000,758539785,97,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",2014-05-28,2014,May,7,4496,110.620647,23400000000,98610172050,NA,5,Other
119450,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,170000000,710644566,130,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2014-06-26,2014,Jun,7.3,4410,243.791743,22100000000,92383793580,NA,6,MidYear/Holidays
64686,47 Ronin,47 Ronin,175000000,150962475,119,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",2013-12-06,2013,Dec,5.9,1326,41.796339,22750000000,19625121750,NA,12,Christmas
100402,Captain America: The Winter Soldier,Captain America: The Winter Soldier,170000000,714766572,136,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",2014-03-20,2014,Mar,7.6,5764,72.225265,22100000000,92919654360,NA,3,Easter/Spring
10192,Shrek Forever After,Shrek Forever After,165000000,752600867,93,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",2010-05-16,2010,May,6,1959,44.041186,21450000000,97838112710,NA,5,Other
158852,Tomorrowland,Tomorrowland,190000000,209154322,130,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",2015-05-19,2015,May,6.2,2846,130.311355,24700000000,27190061860,NA,5,Other
177572,Big Hero 6,Big Hero 6,165000000,652105443,102,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",2014-10-24,2014,Oct,7.8,6135,203.73459,21450000000,84773707590,NA,10,Other
82690,Wreck-It Ralph,Wreck-It Ralph,165000000,471222889,108,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",2012-11-01,2012,Nov,7.1,4570,62.341073,21450000000,61258975570,NA,11,Other
